user_id,Тип обращения,type_id,Время обращения
eHqLNoga,Не работает сайт,1,2019-03-13 19:37:14
DZ4flZXf,Продажа запрещенных товаров,6,2019-04-04 15:26:14
02Y6SkSM,Мошенничество,5,2019-04-13 12:12:29
us9IQLPB,Продажа поддельной продукции,4,2019-04-19 17:15:53
BTs7KeZX,Не работает сайт,1,2019-03-21 21:49:54
nQw3h28J,Продажа запрещенных товаров,6,2019-03-05 15:53:34
nIuVmqPW,Продажа поддельной продукции,4,2019-03-21 19:33:23
SQTXtyyD,Продажа поддельной продукции,4,2019-04-14 10:28:10
QX4uHuIX,Жалоба на видеообзор,8,2019-03-15 11:11:33
a2VctXf3,Жалоба на видеообзор,8,2019-03-09 14:10:56
c1otteN6,Жалоба на товар в магазине,3,2019-04-06 21:21:29
tedbnnkp,Мошенничество,5,2019-04-05 21:23:44
mtXsaPQl,Отзыв удалён,7,2019-03-12 14:43:12
9Obb1b1n,Жалоба на товар в магазине,3,2019-04-08 18:15:23
Bw7d1nev,Не работает сайт,1,2019-04-14 10:29:59
ARqdC5Ck,Отзыв удалён,7,2019-03-06 17:10:59
8m4sbwhF,Жалоба на товар в магазине,3,2019-03-16 14:12:46
dMoUqiNt,Жалоба на товар в магазине,3,2019-04-17 18:51:26
dqhlNfxK,Не работает сайт,1,2019-04-12 19:42:37
RIHl36Sp,Отзыв удалён,7,2019-04-08 18:15:13
u9CiWib5,Продажа поддельной продукции,4,2019-03-29 20:10:54
5fENMF5m,Жалоба на товар в магазине,3,2019-03-04 18:23:23
PhYdKT9Y,Жалоба на видеообзор,8,2019-04-10 16:38:37
1tj7LmSc,Продажа поддельной продукции,4,2019-04-02 15:22:49
Y79SnkRA,Продажа запрещенных товаров,6,2019-04-18 16:17:13
Lo5Ep5YA,Жалоба на товар в магазине,3,2019-03-02 15:12:12
nogZALNj,Отзыв удалён,7,2019-03-02 12:32:21
NIOlb57f,Жалоба на товар в магазине,3,2019-03-06 17:19:53
R5Uexhur,Продажа запрещенных товаров,6,2019-03-21 15:32:33
uxbxOlsK,Жалоба на видеообзор,8,2019-03-15 15:24:37
PMRlUd99,Мошенничество,5,2019-03-30 21:10:57
t1BhjUsw,Жалоба на товар в магазине,3,2019-04-02 20:47:16
bTZ3RHKC,Не работает сайт,1,2019-03-20 18:15:31
E4gDIg8S,Мошенничество,5,2019-04-14 18:54:59
p96XaZdU,Отзыв удалён,7,2019-04-01 10:19:33
zqJI0bwW,Продажа поддельной продукции,4,2019-03-01 10:27:59
hlVTqixp,Отзыв удалён,7,2019-04-19 11:47:20
rDfNaH9y,Жалоба на товар в магазине,3,2019-04-12 14:23:15
B4lroAcg,Жалоба на видеообзор,8,2019-04-13 19:49:50
zis4kzee,Продажа запрещенных товаров,6,2019-04-23 11:46:18
71L7fiE0,Жалоба на товар в магазине,3,2019-04-06 10:24:27
S9C6hkIO,Продажа запрещенных товаров,6,2019-04-16 13:18:35
IZ6sfEf3,Накрутка отзывов,2,2019-03-07 18:52:26
pCm1a1qc,Продажа поддельной продукции,4,2019-03-11 17:56:29
UnB3S1EY,Жалоба на видеообзор,8,2019-04-28 15:10:18
WcuIDD9q,Мошенничество,5,2019-04-07 11:42:24
Bl2wcpei,Мошенничество,5,2019-04-11 21:47:50
zugkmaXp,Продажа поддельной продукции,4,2019-04-13 13:24:32
3jhWzFaf,Продажа поддельной продукции,4,2019-03-07 19:55:52
rPNJwD8p,Жалоба на товар в магазине,3,2019-04-10 19:36:50
auXL5aRf,Мошенничество,5,2019-04-13 14:14:59
zTjj65KI,Продажа запрещенных товаров,6,2019-03-12 10:58:45
cJeVTHNU,Мошенничество,5,2019-04-13 12:38:51
ezvRVPs3,Жалоба на товар в магазине,3,2019-04-03 17:57:13
lDFfytzL,Мошенничество,5,2019-03-25 13:56:54
7CDlpLaT,Не работает сайт,1,2019-03-27 17:46:59
icD9XN8C,Жалоба на товар в магазине,3,2019-04-28 14:13:16
MTbiptjw,Жалоба на товар в магазине,3,2019-04-09 11:58:19
PGpbgTbV,Мошенничество,5,2019-03-15 13:56:50
xchoz6ZM,Мошенничество,5,2019-04-12 17:23:12
Z7CplR3A,Жалоба на видеообзор,8,2019-04-26 21:30:17
ewGDnykO,Накрутка отзывов,2,2019-04-07 21:49:31
a7kIIvdN,Жалоба на товар в магазине,3,2019-03-13 13:26:47
1fC6yLEu,Жалоба на товар в магазине,3,2019-03-13 16:55:29
j4pmMla1,Накрутка отзывов,2,2019-03-28 15:39:14
cKowcIfl,Накрутка отзывов,2,2019-04-15 20:13:51
fFWiDu9E,Жалоба на видеообзор,8,2019-04-02 12:36:34
UF0IhCmY,Жалоба на товар в магазине,3,2019-03-17 21:49:55
XTs3vjX3,Продажа поддельной продукции,4,2019-04-27 11:22:15
8tYUATtj,Не работает сайт,1,2019-04-25 16:45:57
5b7rzGxS,Накрутка отзывов,2,2019-03-02 14:44:14
kRyFV6sk,Продажа поддельной продукции,4,2019-04-02 19:55:54
Xf2l0s8p,Не работает сайт,1,2019-03-20 12:42:28
cmPbUsAH,Накрутка отзывов,2,2019-04-23 17:29:57
IcVtsT4c,Продажа поддельной продукции,4,2019-03-23 20:48:50
p29np0wM,Мошенничество,5,2019-04-07 15:43:11
dvyqtqv0,Мошенничество,5,2019-04-25 16:21:56
upxnS1Ru,Жалоба на видеообзор,8,2019-04-01 10:54:51
gpnmMDRu,Продажа запрещенных товаров,6,2019-03-10 12:12:39
FoePmzZb,Жалоба на товар в магазине,3,2019-03-10 14:38:44
3DpwCbYx,Мошенничество,5,2019-04-10 12:33:12
Sqg45AXZ,Мошенничество,5,2019-03-09 12:49:18
Yjf9SRH1,Отзыв удалён,7,2019-04-12 16:32:21
V3UyoQoB,Продажа запрещенных товаров,6,2019-04-24 10:59:28
zvvLFKPl,Продажа поддельной продукции,4,2019-04-19 16:17:37
RbYlxgwv,Мошенничество,5,2019-03-30 20:44:36
juZhwDXl,Продажа запрещенных товаров,6,2019-03-01 17:56:11
rTy3s27n,Продажа запрещенных товаров,6,2019-03-21 17:38:11
hrPZaYS8,Мошенничество,5,2019-03-24 16:53:15
ek3ag5gr,Отзыв удалён,7,2019-04-19 14:26:59
7N5t1XG0,Жалоба на видеообзор,8,2019-04-13 11:12:26
Vj6bxLlz,Жалоба на видеообзор,8,2019-03-26 11:58:14
6ttZs8Zi,Не работает сайт,1,2019-04-12 12:47:14
cqMYhxO3,Продажа запрещенных товаров,6,2019-03-22 19:23:11
X2K2iEaV,Продажа поддельной продукции,4,2019-03-01 18:15:57
ujitjAve,Мошенничество,5,2019-04-04 10:13:59
VCtsmMQY,Отзыв удалён,7,2019-04-12 17:45:17
lPzT7cO0,Жалоба на видеообзор,8,2019-04-08 18:40:36
yoq06d5g,Мошенничество,5,2019-03-21 21:32:45
hkt0TeXg,Накрутка отзывов,2,2019-03-08 21:51:58
vY5EsAme,Отзыв удалён,7,2019-03-20 16:10:25
jxzP11RM,Накрутка отзывов,2,2019-04-27 14:50:51
UtmJ3rV2,Продажа поддельной продукции,4,2019-04-01 19:21:14
dLfCGgDC,Продажа запрещенных товаров,6,2019-04-10 13:35:39
E3WcXMn7,Жалоба на товар в магазине,3,2019-04-21 19:14:32
qyFuetbb,Мошенничество,5,2019-03-06 18:53:54
kCEnD6vZ,Жалоба на товар в магазине,3,2019-03-26 18:24:23
iRTQlDBI,Продажа запрещенных товаров,6,2019-04-14 11:43:26
taY1vv8K,Жалоба на видеообзор,8,2019-03-15 15:46:10
ZzNlxs8K,Жалоба на видеообзор,8,2019-03-22 14:57:49
yG7xc4UB,Не работает сайт,1,2019-04-19 21:36:51
Wa0iEnpR,Жалоба на товар в магазине,3,2019-04-10 16:23:50
tJlgnnVt,Мошенничество,5,2019-04-16 20:28:46
QI6QOZSk,Мошенничество,5,2019-03-09 21:29:23
2BxQ9xAd,Продажа запрещенных товаров,6,2019-04-24 13:50:35
QfdrkeW6,Продажа поддельной продукции,4,2019-04-19 15:10:13
BUuEvZKr,Не работает сайт,1,2019-04-03 14:23:53
MPVGYU7P,Не работает сайт,1,2019-04-16 16:28:35
pLt8xUEM,Мошенничество,5,2019-04-03 13:32:58
cbQwJ5iO,Не работает сайт,1,2019-04-03 14:52:25
SLhdcOvO,Жалоба на товар в магазине,3,2019-04-29 20:11:53
S6q7ddrE,Накрутка отзывов,2,2019-03-04 12:49:21
vpq0kHBw,Отзыв удалён,7,2019-03-19 16:54:57
QAHmYfc8,Мошенничество,5,2019-03-02 14:49:22
wy4vcGxR,Жалоба на видеообзор,8,2019-03-18 10:32:48
OO1NUs64,Жалоба на товар в магазине,3,2019-04-27 21:31:25
ZlJ7frqo,Жалоба на товар в магазине,3,2019-04-17 11:48:45
YwxMzK0X,Жалоба на товар в магазине,3,2019-04-20 21:53:41
uDIwKDds,Мошенничество,5,2019-03-01 19:22:31
1BvTzXXs,Мошенничество,5,2019-04-28 21:33:30
yF9Ury0z,Жалоба на товар в магазине,3,2019-03-25 16:24:15
TWSRT8nr,Накрутка отзывов,2,2019-03-12 11:52:28
BaUDEiWS,Мошенничество,5,2019-04-22 15:45:44
zJAFb8Dq,Не работает сайт,1,2019-04-07 21:44:38
v0ivsqiO,Не работает сайт,1,2019-04-13 19:21:27
zf48DaWa,Жалоба на товар в магазине,3,2019-04-07 11:59:12
dMLyfmbW,Продажа поддельной продукции,4,2019-04-05 17:30:17
WXTv5PpW,Не работает сайт,1,2019-03-13 13:12:11
cCKZiMpB,Жалоба на товар в магазине,3,2019-04-14 10:21:22
htkEmyYi,Накрутка отзывов,2,2019-04-21 17:28:27
Cxmjp7wW,Жалоба на товар в магазине,3,2019-03-08 12:21:58
dEu1D0Ty,Накрутка отзывов,2,2019-03-14 15:21:20
MoHQ2J4J,Жалоба на видеообзор,8,2019-03-28 16:15:10
2JbIGIU5,Продажа запрещенных товаров,6,2019-04-04 17:37:14
Kn8yM76V,Жалоба на товар в магазине,3,2019-03-22 13:27:28
x3IU98PP,Жалоба на видеообзор,8,2019-03-18 12:32:21
Hyumjjx2,Жалоба на товар в магазине,3,2019-04-19 20:40:16
bnbrmnL2,Продажа запрещенных товаров,6,2019-03-13 21:11:58
BjNqyFl1,Жалоба на товар в магазине,3,2019-04-25 19:43:39
2Mon8UtK,Жалоба на видеообзор,8,2019-04-20 20:16:55
IlWBHkei,Мошенничество,5,2019-03-09 13:26:47
49gypi8j,Не работает сайт,1,2019-04-14 10:12:33
8r9jI0XU,Не работает сайт,1,2019-04-07 19:47:50
F4o7xo6u,Жалоба на видеообзор,8,2019-04-21 11:18:27
h5yvHrNq,Не работает сайт,1,2019-04-23 17:26:14
OxOpyAhY,Продажа запрещенных товаров,6,2019-03-09 20:34:54
Z4tKFsnt,Мошенничество,5,2019-04-19 17:18:36
Kw1bOJiF,Жалоба на видеообзор,8,2019-03-11 14:16:47
OMrt4ua2,Не работает сайт,1,2019-04-23 13:57:20
8GS8QStS,Накрутка отзывов,2,2019-03-30 11:26:14
64AgMZ7g,Отзыв удалён,7,2019-03-21 18:49:55
LAa3teEU,Мошенничество,5,2019-03-22 13:59:38
v7nGTaVW,Отзыв удалён,7,2019-03-05 15:34:41
vTxxkNBS,Мошенничество,5,2019-04-06 21:12:29
HAO4VDNO,Жалоба на товар в магазине,3,2019-04-13 16:35:55
EvvtiXmP,Жалоба на товар в магазине,3,2019-04-12 16:25:40
pHRdwpTr,Продажа запрещенных товаров,6,2019-04-10 16:37:48
bvuj8rI0,Накрутка отзывов,2,2019-04-06 20:33:23
aIzPTyFJ,Мошенничество,5,2019-03-16 19:18:25
2w6PsxP3,Не работает сайт,1,2019-04-04 18:21:15
RxkxVgS3,Продажа запрещенных товаров,6,2019-04-09 17:31:18
tV1hqq2C,Жалоба на видеообзор,8,2019-04-19 18:49:20
x1yEoQ4v,Мошенничество,5,2019-04-29 18:22:18
sZW8SBD7,Накрутка отзывов,2,2019-03-13 10:50:28
P6FbDQAv,Продажа запрещенных товаров,6,2019-04-24 19:43:50
kdZVopbS,Продажа поддельной продукции,4,2019-04-25 10:51:10
MaDc7cnT,Мошенничество,5,2019-04-13 21:12:38
Cyc6yOA5,Не работает сайт,1,2019-04-28 17:23:12
vvXTXzqt,Жалоба на товар в магазине,3,2019-03-01 19:29:25
syyddIZu,Мошенничество,5,2019-03-28 19:32:55
3Wi7nJNI,Мошенничество,5,2019-03-15 12:39:19
91hzF6Ve,Мошенничество,5,2019-04-21 15:37:53
E9O6MGIV,Мошенничество,5,2019-03-23 10:27:21
1HxAXFhG,Продажа поддельной продукции,4,2019-03-11 14:18:48
US8WlGjW,Отзыв удалён,7,2019-03-28 10:10:46
utRSnt9P,Мошенничество,5,2019-04-28 13:28:41
3ieeS0kG,Продажа запрещенных товаров,6,2019-04-08 11:34:52
iPa7pLkK,Продажа запрещенных товаров,6,2019-04-07 14:32:38
ZCFxw9zZ,Отзыв удалён,7,2019-03-11 11:45:11
EfiqPAoS,Продажа поддельной продукции,4,2019-04-22 17:43:48
ZLzlo7sP,Отзыв удалён,7,2019-04-03 15:41:54
mYiL0ixb,Не работает сайт,1,2019-04-16 17:31:11
mKO0dITj,Мошенничество,5,2019-04-08 12:26:41
Nk1WC1y1,Мошенничество,5,2019-03-29 20:15:24
pbt7ToBS,Жалоба на товар в магазине,3,2019-04-13 11:38:46
UOZyhMcM,Отзыв удалён,7,2019-04-16 12:24:56
wtFQj9fP,Мошенничество,5,2019-03-02 14:57:46
bMAKyWyA,Жалоба на товар в магазине,3,2019-03-04 16:48:39
1UN4v7Fc,Жалоба на видеообзор,8,2019-04-11 20:55:38
tLbnL9LB,Продажа запрещенных товаров,6,2019-04-17 20:18:22
odhvQabx,Мошенничество,5,2019-04-22 17:58:39
tqC5ufbv,Жалоба на товар в магазине,3,2019-03-26 14:10:38
pcKYDm35,Не работает сайт,1,2019-03-05 10:58:23
5803Xmq6,Накрутка отзывов,2,2019-03-14 20:42:31
W4dvvKyl,Не работает сайт,1,2019-03-17 19:21:41
Xlr0CTY7,Жалоба на товар в магазине,3,2019-03-06 18:57:26
wH230zDc,Не работает сайт,1,2019-04-21 15:41:10
4iY9WuyG,Накрутка отзывов,2,2019-04-13 18:56:14
eSZBFr8n,Накрутка отзывов,2,2019-03-24 10:12:19
hlx3Weue,Жалоба на товар в магазине,3,2019-03-15 13:37:40
yudFRDlm,Продажа запрещенных товаров,6,2019-03-20 18:32:26
s5H3rgbP,Не работает сайт,1,2019-04-09 12:55:39
KftFUuph,Продажа поддельной продукции,4,2019-03-04 20:50:18
iaRNFG6c,Отзыв удалён,7,2019-04-25 11:56:38
gkeMFUOk,Мошенничество,5,2019-04-09 12:29:50
7GvUT8NT,Продажа запрещенных товаров,6,2019-03-05 18:53:37
kU6DqI4a,Не работает сайт,1,2019-04-18 18:25:15
EQU3ANoZ,Отзыв удалён,7,2019-03-30 14:42:22
ak1ozuIu,Продажа поддельной продукции,4,2019-04-24 17:15:34
TMN6No0e,Мошенничество,5,2019-03-02 20:36:16
my1Yen0Y,Мошенничество,5,2019-03-03 16:35:10
qfHaAHTT,Не работает сайт,1,2019-04-16 14:29:16
TzQd5a67,Накрутка отзывов,2,2019-04-30 12:55:28
T2co55lu,Накрутка отзывов,2,2019-04-11 18:18:56
Zni8gMBg,Мошенничество,5,2019-03-07 12:17:53
AAVj67eL,Мошенничество,5,2019-03-28 14:48:11
iLSidSRZ,Отзыв удалён,7,2019-03-22 17:34:55
ARSiOP9e,Продажа запрещенных товаров,6,2019-03-21 21:35:22
vNX0wqCO,Продажа поддельной продукции,4,2019-04-06 16:50:27
thx0KbLL,Мошенничество,5,2019-03-17 14:30:42
ZF0IpcrN,Отзыв удалён,7,2019-03-23 12:10:25
AamBbfcc,Продажа поддельной продукции,4,2019-04-10 21:19:38
QIgV3HvR,Жалоба на товар в магазине,3,2019-03-05 17:46:26
3U3SH99S,Мошенничество,5,2019-04-28 20:21:21
qK9CWihG,Не работает сайт,1,2019-04-12 17:52:21
KjzXDNgV,Продажа запрещенных товаров,6,2019-04-05 11:59:43
cLfJMyca,Жалоба на товар в магазине,3,2019-03-16 14:48:40
